PCTimeStamp,OEM Power 2MW (kW),OEM Power 1.8MW (kW),Average of Power,Average of WindSpeed
2023-01-23 19:00:00,0,0,0,2.8
2023-01-23 19:10:00,0,0,0,2.8
2023-01-23 19:20:00,0,0,0,2.7
2023-01-23 19:30:00,0,0,0,2.5
2023-01-23 19:40:00,0,0,0,2.7
2023-01-23 19:50:00,0,0,0,3
2023-01-23 20:00:00,0,0,0,2.9
2023-01-23 20:10:00,0,0,0,3.2
2023-01-23 20:20:00,0,0,0,3.1
2023-01-23 20:30:00,0,0,0,2.9
2023-01-23 20:40:00,0,0,0,3
2023-01-23 20:50:00,0,0,0,2.9
2023-01-23 21:00:00,0,0,0,3.1
2023-01-23 21:10:00,0,0,0,2.8
2023-01-23 21:20:00,0,0,0,2.8
2023-01-23 21:30:00,0,0,0,2.9
2023-01-23 21:40:00,0,0,0,3.2
2023-01-23 21:50:00,0,0,0,3.4
2023-01-23 22:00:00,0,0,0,3.3
2023-01-23 22:10:00,0,0,0,3.2
2023-01-23 22:20:00,0,0,0,3
2023-01-23 22:30:00,81,81,2.3,3.7
2023-01-23 22:40:00,181,181,75.3,4.6
2023-01-23 22:50:00,181,181,112.4,4.7
2023-01-23 23:00:00,328,328,187.8,5.6
2023-01-23 23:10:00,328,328,248.6,6.1
2023-01-23 23:20:00,810,810,473.9,7.5
2023-01-23 23:30:00,535,535,514.7,7.3
2023-01-23 23:40:00,810,810,780.5,8.1
2023-01-23 23:50:00,810,810,646.2,7.6
2023-01-24 00:00:00,810,810,582.5,7.5
2023-01-24 00:10:00,810,810,744.9,8.2
2023-01-24 00:20:00,1145,1145,1034.8,9.1
2023-01-24 00:30:00,1145,1145,1007.9,9.3
2023-01-24 00:40:00,1145,1145,1071.9,9.4
2023-01-24 00:50:00,1501,1492,1148.9,9.6
2023-01-24 01:00:00,1145,1145,1169.7,9.2
2023-01-24 01:10:00,1145,1145,1077.4,8.9
2023-01-24 01:20:00,1145,1145,1182.3,9.3
2023-01-24 01:30:00,1145,1145,1150.3,9.1
2023-01-24 01:40:00,1806,1724,1445.3,10.5
2023-01-24 01:50:00,1501,1492,1265.7,9.7
2023-01-24 02:00:00,1501,1492,1431.9,10.4
2023-01-24 02:10:00,1806,1724,1685,11.1
2023-01-24 02:20:00,1501,1492,1484.6,10.4
2023-01-24 02:30:00,1806,1724,1570.2,10.7
2023-01-24 02:40:00,1145,1145,1215.8,9.2
2023-01-24 02:50:00,1145,1145,1117.9,8.7
2023-01-24 03:00:00,1501,1492,1283.7,9.6
2023-01-24 03:10:00,1501,1492,1384.5,10
2023-01-24 03:20:00,1145,1145,1129.5,8.9
2023-01-24 03:30:00,810,810,997.8,8.3
2023-01-24 03:40:00,1145,1145,1322.4,9.2
2023-01-24 03:50:00,1501,1492,1390.8,9.5
2023-01-24 04:00:00,1145,1145,1368.6,9.4
2023-01-24 04:10:00,1145,1145,1143.5,8.5
2023-01-24 04:20:00,1501,1492,1416.4,9.5
2023-01-24 04:30:00,1501,1492,1537.5,10.1
2023-01-24 04:40:00,1501,1492,1574.7,10.4
2023-01-24 04:50:00,1806,1724,1621.3,10.5
2023-01-24 05:00:00,1806,1724,1658.9,10.7
2023-01-24 05:10:00,1806,1724,1741.8,11
2023-01-24 05:20:00,1806,1724,1723.3,10.9
2023-01-24 05:30:00,1501,1492,1499.5,9.9
2023-01-24 05:40:00,1806,1724,1723.3,10.7
2023-01-24 05:50:00,1960,1791,1963.8,11.7
2023-01-24 06:00:00,1960,1791,1907.4,11.6
2023-01-24 06:10:00,1806,1724,1822.4,11.1
2023-01-24 06:20:00,1806,1724,1744.6,11.4
2023-01-24 06:30:00,1501,1492,1487.8,10.4
2023-01-24 06:40:00,1501,1492,1424.3,9.8
2023-01-24 06:50:00,1501,1492,1487.1,10
2023-01-24 07:00:00,1501,1492,1526.3,10.3
2023-01-24 07:10:00,1501,1492,1495.4,10.1
2023-01-24 07:20:00,1501,1492,1519.7,10.3
2023-01-24 07:30:00,1806,1724,1583.5,10.6
2023-01-24 07:40:00,1806,1724,1636.4,10.9
2023-01-24 07:50:00,1960,1791,1732.9,11.9
2023-01-24 08:00:00,1960,1791,1815.2,12.4
2023-01-24 08:10:00,1996,1799,1979.3,13.1
2023-01-24 08:20:00,1960,1791,1900.3,12.3
2023-01-24 08:30:00,1960,1791,1921,12.4
2023-01-24 08:40:00,1960,1791,1896.7,12
2023-01-24 08:50:00,1996,1799,1916.8,12.5
2023-01-24 09:00:00,1960,1791,1834.7,11.8
2023-01-24 09:10:00,1806,1724,1573.2,10.5
2023-01-24 09:20:00,1960,1791,1890.3,12.3
2023-01-24 09:30:00,2000,1800,1998.6,14.4
2023-01-24 09:40:00,2000,1800,2000.1,14.3
2023-01-24 09:50:00,2000,1800,1998.8,13.6
2023-01-24 10:00:00,2000,1800,2000,13.6
2023-01-24 10:10:00,2000,1800,2000.1,14
2023-01-24 10:20:00,1996,1799,2000.1,13.3
2023-01-24 10:30:00,2000,1800,2000.1,13.8
2023-01-24 10:40:00,2000,1800,2000,13.6
2023-01-24 10:50:00,2000,1800,2000.1,13.7
2023-01-24 11:00:00,1996,1799,1997.4,12.5
2023-01-24 11:10:00,1960,1791,1984.7,12.1
2023-01-24 11:20:00,1960,1791,1944.6,12.1
2023-01-24 11:30:00,1806,1724,1781.6,11.3
2023-01-24 11:40:00,1145,1145,1246.8,9.2
2023-01-24 11:50:00,810,810,832.1,7.7
2023-01-24 12:00:00,810,810,934.3,8.1
2023-01-24 12:10:00,810,810,966.5,7.9
2023-01-24 12:20:00,810,810,802.9,7.6
2023-01-24 12:30:00,1145,1145,1143.7,8.7
2023-01-24 12:40:00,1145,1145,1265.2,9.1
2023-01-24 12:50:00,1501,1492,1446.4,9.8
2023-01-24 13:00:00,1501,1492,1396.6,9.6
2023-01-24 13:10:00,1145,1145,1294.5,9.1
2023-01-24 13:20:00,1806,1724,1794.5,10.9
2023-01-24 13:30:00,1501,1492,1631.5,10.4
2023-01-24 13:40:00,1501,1492,1421.6,9.7
2023-01-24 13:50:00,1806,1724,1847.7,11.2
2023-01-24 14:00:00,1996,1799,1998.1,12.7
2023-01-24 14:10:00,1960,1791,1978,12.3
2023-01-24 14:20:00,1960,1791,1991.5,12.3
2023-01-24 14:30:00,1806,1724,1863.8,11.3
2023-01-24 14:40:00,1501,1492,1612.7,10.2
2023-01-24 14:50:00,1960,1791,1935.4,12.1
2023-01-24 15:00:00,1806,1724,1743.4,10.5
2023-01-24 15:10:00,1806,1724,1839.6,11
2023-01-24 15:20:00,1806,1724,1777.5,10.7
2023-01-24 15:30:00,1960,1791,1995.8,11.9
2023-01-24 15:40:00,1960,1791,1950.9,11.5
2023-01-24 15:50:00,1996,1799,1961.4,12.5
2023-01-24 16:00:00,1960,1791,1966.1,12.4
2023-01-24 16:10:00,1806,1724,1826.7,11.3
2023-01-24 16:20:00,1806,1724,1770.1,11
2023-01-24 16:30:00,1806,1724,1769.8,10.7
2023-01-24 16:40:00,1806,1724,1802.8,11
2023-01-24 16:50:00,1806,1724,1879,11.4
2023-01-24 17:00:00,1960,1791,1960.9,11.8
2023-01-24 17:10:00,1806,1724,1781.4,10.9
2023-01-24 17:20:00,1806,1724,1873.9,11.2
2023-01-24 17:30:00,1806,1724,1934,11.2
2023-01-24 17:40:00,1806,1724,1914,11.3
2023-01-24 17:50:00,1996,1799,1999.6,12.6
2023-01-24 18:00:00,1996,1799,1993.1,12.9
2023-01-24 18:10:00,1996,1799,1994.4,13.1
2023-01-24 18:20:00,1996,1799,1995.1,12.5
2023-01-24 18:30:00,1996,1799,1994.1,12.7
2023-01-24 18:40:00,1996,1799,1995.7,13.3
2023-01-24 18:50:00,2000,1800,1998.4,13.6
2023-01-24 19:00:00,1996,1799,1963.8,13
2023-01-24 19:10:00,1501,1492,1590.6,9.9
2023-01-24 19:20:00,535,535,653.9,7.2
2023-01-24 19:30:00,810,810,862.1,7.8
2023-01-24 19:40:00,1145,1145,1045.7,8.6
2023-01-24 19:50:00,1806,1724,1650.6,10.6
2023-01-24 20:00:00,1806,1724,1757,10.7
2023-01-24 20:10:00,1501,1492,1558.3,10.3
2023-01-24 20:20:00,1501,1492,1363.6,9.6
2023-01-24 20:30:00,1501,1492,1476.6,9.9
2023-01-24 20:40:00,1501,1492,1506.1,9.9
2023-01-24 20:50:00,1145,1145,1364.1,9.4
2023-01-24 21:00:00,1501,1492,1515.6,10.2
2023-01-24 21:10:00,1806,1724,1691.7,10.8
2023-01-24 21:20:00,1806,1724,1845.9,11.2
2023-01-24 21:30:00,1806,1724,1822.6,11.2
2023-01-24 21:40:00,1806,1724,1765.3,11
2023-01-24 21:50:00,1501,1492,1402.8,9.8
2023-01-24 22:00:00,1145,1145,1221.9,9.3
2023-01-24 22:10:00,1501,1492,1400.4,9.9
2023-01-24 22:20:00,1501,1492,1536,10.2
2023-01-24 22:30:00,1501,1492,1507.6,10
2023-01-24 22:40:00,1145,1145,1209.2,9.2
2023-01-24 22:50:00,1145,1145,1032.8,8.8
2023-01-24 23:00:00,1145,1145,960.9,8.5
2023-01-24 23:10:00,810,810,835.2,8.1
2023-01-24 23:20:00,535,535,594,7.2
2023-01-24 23:30:00,535,535,512.6,6.8
2023-01-24 23:40:00,535,535,610.7,7.1
2023-01-24 23:50:00,810,810,892.4,8.2
2023-01-25 00:00:00,1145,1145,1049.6,8.6
2023-01-25 00:10:00,1501,1492,1535.2,10.2
2023-01-25 00:20:00,1960,1791,1925.8,11.5
2023-01-25 00:30:00,1996,1799,1998.1,12.7
2023-01-25 00:40:00,1996,1799,1997.3,12.6
2023-01-25 00:50:00,1996,1799,1998.3,13.3
2023-01-25 01:00:00,2000,1800,2000.3,14.1
2023-01-25 01:10:00,2000,1800,2000.2,15.1
2023-01-25 01:20:00,2000,1800,2000.3,14.4
2023-01-25 01:30:00,2000,1800,2000.2,14.3
2023-01-25 01:40:00,2000,1800,2000.3,14.1
2023-01-25 01:50:00,2000,1800,2000.2,13.6
2023-01-25 02:00:00,2000,1800,2000.2,13.6
2023-01-25 02:10:00,2000,1800,2000.3,14.5
2023-01-25 02:20:00,2000,1800,2000.2,14
2023-01-25 02:30:00,2000,1800,2000,14
2023-01-25 02:40:00,2000,1800,1999.9,13.8
2023-01-25 02:50:00,2000,1800,2000.3,14.8
2023-01-25 03:00:00,1996,1799,1995.8,12.7
2023-01-25 03:10:00,1996,1799,1991.8,12.5
2023-01-25 03:20:00,1996,1799,1999.3,12.6
2023-01-25 03:30:00,1960,1791,1993.8,12.2
2023-01-25 03:40:00,1996,1799,1996.6,12.6
2023-01-25 03:50:00,1960,1791,1989.1,12.3
2023-01-25 04:00:00,1960,1791,1986.4,12.4
2023-01-25 04:10:00,1960,1791,1976.2,12.3
2023-01-25 04:20:00,1806,1724,1844.8,11.3
2023-01-25 04:30:00,1806,1724,1774.3,11.1
2023-01-25 04:40:00,1806,1724,1769.5,10.9
2023-01-25 04:50:00,1806,1724,1802.6,11.1
2023-01-25 05:00:00,1806,1724,1732.7,10.8
2023-01-25 05:10:00,1806,1724,1741.6,10.8
2023-01-25 05:20:00,1806,1724,1670.6,10.9
2023-01-25 05:30:00,1806,1724,1775.3,11.2
2023-01-25 05:40:00,1806,1724,1783.1,11.1
2023-01-25 05:50:00,1501,1492,1549.1,10.3
2023-01-25 06:00:00,1501,1492,1305.4,9.7
2023-01-25 06:10:00,1501,1492,1397.2,10
2023-01-25 06:20:00,1501,1492,1494.1,10.4
2023-01-25 06:30:00,1806,1724,1727.7,11.1
2023-01-25 06:40:00,1501,1492,1480.8,10.1
2023-01-25 06:50:00,1501,1492,1476.9,9.9
2023-01-25 07:00:00,1806,1724,1675.6,10.8
2023-01-25 07:10:00,1960,1791,1970.3,11.9
2023-01-25 07:20:00,1501,1492,1643,10.4
2023-01-25 07:30:00,1806,1724,1567.5,10.5
2023-01-25 07:40:00,1960,1791,1991.1,12.4
2023-01-25 07:50:00,1996,1799,1997.3,12.6
2023-01-25 08:00:00,1960,1791,1976.9,11.6
2023-01-25 08:10:00,1960,1791,1963.5,11.9
2023-01-25 08:20:00,1806,1724,1705.6,10.9
2023-01-25 08:30:00,1806,1724,1771.2,10.9
2023-01-25 08:40:00,1960,1791,1946.2,12.2
2023-01-25 08:50:00,2000,1800,1998.7,14.2
2023-01-25 09:00:00,2000,1800,1999.9,15.4
2023-01-25 09:10:00,2000,1800,2000.3,15.1
2023-01-25 09:20:00,1960,1791,1960.9,12.4
2023-01-25 09:30:00,1960,1791,1829.2,11.9
2023-01-25 09:40:00,535,535,635.9,7.2
2023-01-25 09:50:00,535,535,522.5,7.1
2023-01-25 10:00:00,1145,1145,1044.5,8.6
2023-01-25 10:10:00,1145,1145,1292.1,9.4
2023-01-25 10:20:00,1145,1145,1015.7,8.5
2023-01-25 10:30:00,810,810,686.1,7.6
2023-01-25 10:40:00,535,535,441.1,6.6
2023-01-25 10:50:00,535,535,583.2,7.2
2023-01-25 11:00:00,810,810,754.4,7.9
2023-01-25 11:10:00,810,810,826.3,8.3
2023-01-25 11:20:00,328,328,377.2,6.2
2023-01-25 11:30:00,535,535,444.9,6.5
2023-01-25 11:40:00,328,328,319.5,6
2023-01-25 11:50:00,1145,1145,988.6,8.6
2023-01-25 12:00:00,1145,1145,1213.2,9.2
2023-01-25 12:10:00,1145,1145,1111.5,9
2023-01-25 12:20:00,810,810,789.3,8.1
2023-01-25 12:30:00,535,535,590.6,7.4
2023-01-25 12:40:00,181,181,151.4,4.7
2023-01-25 12:50:00,81,81,20.3,4
2023-01-25 13:00:00,181,181,123.8,4.9
2023-01-25 13:10:00,181,181,123.2,5
2023-01-25 13:20:00,181,181,114.8,4.8
2023-01-25 13:30:00,328,328,351.2,6
2023-01-25 13:40:00,535,535,641.2,7.2
2023-01-25 13:50:00,810,810,945.9,7.9
2023-01-25 14:00:00,810,810,863.4,7.7
2023-01-25 14:10:00,810,810,837.2,7.6
2023-01-25 14:20:00,1145,1145,1188.5,8.5
2023-01-25 14:30:00,1145,1145,1244.4,8.5
2023-01-25 14:40:00,1145,1145,1201.3,8.5
2023-01-25 14:50:00,1145,1145,1320.9,9
2023-01-25 15:00:00,1145,1145,1320.6,9
2023-01-25 15:10:00,1145,1145,1354.5,9.3
2023-01-25 15:20:00,1501,1492,1427.2,10
2023-01-25 15:30:00,1145,1145,1345.7,9.4
2023-01-25 15:40:00,1145,1145,1140.5,9.2
2023-01-25 15:50:00,1806,1724,1555.6,10.5
2023-01-25 16:00:00,1806,1724,1583.7,10.6
2023-01-25 16:10:00,1501,1492,1381,9.5
2023-01-25 16:20:00,1501,1492,1386.3,9.5
2023-01-25 16:30:00,1145,1145,1231.1,9.2
2023-01-25 16:40:00,1501,1492,1431,10.2
2023-01-25 16:50:00,1501,1492,1377.7,10
2023-01-25 17:00:00,1501,1492,1371.4,10.2
2023-01-25 17:10:00,1501,1492,1342.5,9.7
2023-01-25 17:20:00,1501,1492,1263.4,9.7
2023-01-25 17:30:00,810,810,834.4,8
2023-01-25 17:40:00,810,810,686.1,7.5
2023-01-25 17:50:00,810,810,1130,8.3
2023-01-25 18:00:00,810,810,1084.4,8.3
2023-01-25 18:10:00,1145,1145,1233.7,8.7
2023-01-25 18:20:00,1145,1145,1252.1,8.8
2023-01-25 18:30:00,1145,1145,1120.7,8.5
2023-01-25 18:40:00,1145,1145,1099.2,8.8
2023-01-25 18:50:00,1145,1145,1097.6,8.7
2023-01-25 19:00:00,1501,1492,1429,9.5
2023-01-25 19:10:00,1501,1492,1256.8,9.5
2023-01-25 19:20:00,1145,1145,1157.6,8.9
2023-01-25 19:30:00,810,810,970.6,7.9
2023-01-25 19:40:00,535,535,664.3,7.2
2023-01-25 19:50:00,328,328,457.8,6.2
2023-01-25 20:00:00,810,810,806.1,7.8
2023-01-25 20:10:00,328,328,417.6,6.4
2023-01-25 20:20:00,810,810,1005.1,7.8
2023-01-25 20:30:00,1145,1145,1445,8.9
2023-01-25 20:40:00,1501,1492,1635.3,9.6
2023-01-25 20:50:00,1145,1145,1409.8,9.1
2023-01-25 21:00:00,1145,1145,1247.8,8.8
2023-01-25 21:10:00,1501,1492,1596.2,9.6
2023-01-25 21:20:00,1145,1145,1367.2,9
2023-01-25 21:30:00,1145,1145,1402.3,9.4
2023-01-25 21:40:00,1145,1145,1410.4,9.3
2023-01-25 21:50:00,1145,1145,1202.6,8.6
2023-01-25 22:00:00,1145,1145,1402.2,9
2023-01-25 22:10:00,1145,1145,1488.5,9.4
2023-01-25 22:20:00,810,810,878.6,7.9
2023-01-25 22:30:00,1145,1145,1382.8,9.4
2023-01-25 22:40:00,1501,1492,1651.5,10
2023-01-25 22:50:00,810,810,767.3,7.8
2023-01-25 23:00:00,535,535,652.7,6.9
2023-01-25 23:10:00,810,810,870.1,7.5
2023-01-25 23:20:00,328,328,478.8,6.4
2023-01-25 23:30:00,535,535,737.5,7.2
2023-01-25 23:40:00,535,535,748.5,7.2
2023-01-25 23:50:00,810,810,868.3,7.5
2023-01-26 00:00:00,810,810,892.5,7.9
2023-01-26 00:10:00,535,535,716.4,7.4
2023-01-26 00:20:00,810,810,825.8,7.9
2023-01-26 00:30:00,1501,1492,1383.7,9.5
2023-01-26 00:40:00,1145,1145,1397.9,9.2
2023-01-26 00:50:00,1501,1492,1579.1,10.1
2023-01-26 01:00:00,1501,1492,1484.1,10.3
2023-01-26 01:10:00,1145,1145,1134.6,8.7
2023-01-26 01:20:00,810,810,868.6,7.9
2023-01-26 01:30:00,810,810,1115.1,8.1
2023-01-26 01:40:00,810,810,1150.8,8.2
2023-01-26 01:50:00,1501,1492,1605.8,10
2023-01-26 02:00:00,1501,1492,1601.5,10.2
2023-01-26 02:10:00,1501,1492,1658.7,10.1
2023-01-26 02:20:00,1501,1492,1675.8,10.3
2023-01-26 02:30:00,810,810,1034.8,8.4
2023-01-26 02:40:00,1145,1145,1106.7,8.6
2023-01-26 02:50:00,1501,1492,1633.1,10.1
2023-01-26 03:00:00,810,810,1001,8.1
2023-01-26 03:10:00,810,810,997.8,8.1
2023-01-26 03:20:00,810,810,793.8,7.6
2023-01-26 03:30:00,328,328,348.5,6
2023-01-26 03:40:00,810,810,907.5,7.9
2023-01-26 03:50:00,328,328,303,6.1
2023-01-26 04:00:00,810,810,854.6,7.8
2023-01-26 04:10:00,1806,1724,1687.8,10.9
2023-01-26 04:20:00,1501,1492,1743.3,10.4
2023-01-26 04:30:00,1806,1724,1645.9,10.6
2023-01-26 04:40:00,1996,1799,1963.4,12.9
2023-01-26 04:50:00,1806,1724,1863.5,11.3
2023-01-26 05:00:00,2000,1800,2000.2,13.7
2023-01-26 05:10:00,2000,1800,1994.2,16.1
2023-01-26 05:20:00,2000,1800,2000.4,18.2
2023-01-26 05:30:00,2000,1800,1998.9,15.8
2023-01-26 05:40:00,2000,1800,1999,14.7
2023-01-26 05:50:00,2000,1800,1999.2,14.9
2023-01-26 06:00:00,1996,1799,1928.8,12.5
2023-01-26 06:10:00,1996,1799,1994.3,13.1
2023-01-26 06:20:00,2000,1800,1995.6,14.2
2023-01-26 06:30:00,1996,1799,1999.1,12.9
2023-01-26 06:40:00,1806,1724,1863.6,10.6
2023-01-26 06:50:00,1501,1492,1687.2,10.4
2023-01-26 07:00:00,1806,1724,1933,11.3
2023-01-26 07:10:00,1960,1791,1959.3,11.9
2023-01-26 07:20:00,1996,1799,1813.3,13
2023-01-26 07:30:00,2000,1800,2000.2,18.5
2023-01-26 07:40:00,2000,1800,2000.2,15.7
2023-01-26 07:50:00,2000,1800,1911,13.5
2023-01-26 08:00:00,810,810,853.8,8.1
2023-01-26 08:10:00,1145,1145,1032.5,8.6
2023-01-26 08:20:00,1145,1145,1280.8,9.2
2023-01-26 08:30:00,1806,1724,1644.9,10.7
2023-01-26 08:40:00,1806,1724,1745.4,10.7
2023-01-26 08:50:00,1806,1724,1613.6,10.5
2023-01-26 09:00:00,2000,1800,2000.1,13.9
2023-01-26 09:10:00,2000,1800,1999.3,14
2023-01-26 09:20:00,1960,1791,1925,12.3
2023-01-26 09:30:00,1501,1492,1579.8,10.2
2023-01-26 09:40:00,1145,1145,1511.2,9.3
2023-01-26 09:50:00,1806,1724,1826.2,11
2023-01-26 10:00:00,1501,1492,1535,9.7
2023-01-26 10:10:00,1806,1724,1897.5,11.4
2023-01-26 10:20:00,1960,1791,1872.7,12.2
2023-01-26 10:30:00,1806,1724,1867.8,11
2023-01-26 10:40:00,1806,1724,1926.8,11.1
2023-01-26 10:50:00,1806,1724,1829.4,11.2
2023-01-26 11:00:00,1501,1492,1599,9.7
2023-01-26 11:10:00,1501,1492,1483.6,9.5
2023-01-26 11:20:00,1806,1724,1727.2,11.1
2023-01-26 11:30:00,1145,1145,1095.2,8.5
2023-01-26 11:40:00,535,535,636,7.1
2023-01-26 11:50:00,535,535,578.2,6.8
2023-01-26 12:00:00,1501,1492,1405.7,9.7
2023-01-26 12:10:00,1806,1724,1884.7,11.2
2023-01-26 12:20:00,1501,1492,1599.9,10
2023-01-26 12:30:00,1145,1145,1355,9.3
2023-01-26 12:40:00,1145,1145,1260.5,8.9
2023-01-26 12:50:00,810,810,1021.7,8.2
2023-01-26 13:00:00,1501,1492,1590,10.1
2023-01-26 13:10:00,1806,1724,1572.2,10.5
2023-01-26 13:20:00,1501,1492,1466.6,10.3
2023-01-26 13:30:00,1145,1145,1132.7,9.1
2023-01-26 13:40:00,1806,1724,1532.8,11
2023-01-26 13:50:00,1806,1724,1603.8,10.5
2023-01-26 14:00:00,1501,1492,1497.6,10.1
2023-01-26 14:10:00,810,810,776.9,8
2023-01-26 14:20:00,810,810,888.7,8.1
2023-01-26 14:30:00,1501,1492,1497.2,9.7
2023-01-26 14:40:00,1145,1145,1131.6,8.6
2023-01-26 14:50:00,1806,1724,1786.1,11
2023-01-26 15:00:00,1145,1145,1078,8.9
2023-01-26 15:10:00,1501,1492,1395.7,9.7
2023-01-26 15:20:00,1145,1145,1357.3,9.1
2023-01-26 15:30:00,1501,1492,1578.7,9.8
2023-01-26 15:40:00,1145,1145,1186.7,8.5
2023-01-26 15:50:00,1145,1145,1334.4,9.4
2023-01-26 16:00:00,1145,1145,1097.3,8.7
2023-01-26 16:10:00,1501,1492,1389.8,9.7
2023-01-26 16:20:00,1806,1724,1834.6,11.3
2023-01-26 16:30:00,2000,1800,1956.4,14.6
2023-01-26 16:40:00,1996,1799,1919.1,12.6
2023-01-26 16:50:00,1806,1724,1809.9,11.3
2023-01-26 17:00:00,1960,1791,1817.1,11.7
2023-01-26 17:10:00,1806,1724,1815.7,11.3
2023-01-26 17:20:00,1145,1145,1168.1,9.1
2023-01-26 17:30:00,1806,1724,1470.7,10.5
2023-01-26 17:40:00,810,810,872,8.2
2023-01-26 17:50:00,1806,1724,1606.6,11.1
2023-01-26 18:00:00,1501,1492,1235.2,9.5
2023-01-26 18:10:00,1501,1492,1336.6,9.5
2023-01-26 18:20:00,1501,1492,1561.4,10.1
2023-01-26 18:30:00,1806,1724,1823.9,10.9
2023-01-26 18:40:00,1806,1724,1759.1,11.1
2023-01-26 18:50:00,1501,1492,1544.2,10.2
2023-01-26 19:00:00,1806,1724,1516.2,10.6
2023-01-26 19:10:00,1145,1145,1367.4,9.2
2023-01-26 19:20:00,810,810,952.8,8.4
2023-01-26 19:30:00,1501,1492,1389,9.8
2023-01-26 19:40:00,1960,1791,1936,11.7
2023-01-26 19:50:00,1960,1791,1917.2,12.1
2023-01-26 20:00:00,1806,1724,1597,10.7
2023-01-26 20:10:00,1806,1724,1586.6,10.5
2023-01-26 20:20:00,1806,1724,1687.8,11
2023-01-26 20:30:00,1806,1724,1676.9,11
2023-01-26 20:40:00,1806,1724,1597.4,10.5
2023-01-26 20:50:00,1806,1724,1712.9,10.5
2023-01-26 21:00:00,1501,1492,1585.2,10.3
2023-01-26 21:10:00,1806,1724,1643.3,10.7
2023-01-26 21:20:00,2000,1800,1995.4,15.5
2023-01-26 21:30:00,1996,1799,1919.3,12.5
2023-01-26 21:40:00,1960,1791,1741.8,11.7
2023-01-26 21:50:00,1996,1799,1985.2,13.2
2023-01-26 22:00:00,1960,1791,1752.6,11.6
2023-01-26 22:10:00,1501,1492,1480.2,10.1
2023-01-26 22:20:00,1145,1145,1037.3,8.6
2023-01-26 22:30:00,1501,1492,1469.1,10.3
2023-01-26 22:40:00,1501,1492,1654.5,10.4
2023-01-26 22:50:00,1996,1799,1907.9,12.5
2023-01-26 23:00:00,2000,1800,1966.9,13.5
2023-01-26 23:10:00,1996,1799,1955.6,12.5
2023-01-26 23:20:00,1960,1791,1909.4,11.9
2023-01-26 23:30:00,1501,1492,1614,10.1
2023-01-26 23:40:00,1501,1492,1390.6,9.8
2023-01-26 23:50:00,1501,1492,1363.4,9.8
2023-01-27 00:00:00,1501,1492,1436.3,9.6
2023-01-27 00:10:00,1145,1145,1203,9.3
2023-01-27 00:20:00,1960,1791,1810.9,11.5
2023-01-27 00:30:00,1960,1791,1858,11.6
2023-01-27 00:40:00,1806,1724,1790.4,11.3
2023-01-27 00:50:00,1996,1799,1832.8,13.3
2023-01-27 01:00:00,1996,1799,1950.5,12.7
2023-01-27 01:10:00,1996,1799,1974.5,12.9
2023-01-27 01:20:00,1996,1799,1943.8,12.7
2023-01-27 01:30:00,1996,1799,1972.3,13.3
2023-01-27 01:40:00,1960,1791,1956.7,12
2023-01-27 01:50:00,1806,1724,1831.8,11.3
2023-01-27 02:00:00,1806,1724,1869,11.4
2023-01-27 02:10:00,1960,1791,1870.4,11.8
2023-01-27 02:20:00,1501,1492,1520.6,10.2
2023-01-27 02:30:00,1501,1492,1381.7,9.9
2023-01-27 02:40:00,1996,1799,1858.1,12.9
2023-01-27 02:50:00,2000,1800,1993.7,13.5
2023-01-27 03:00:00,2000,1800,1997.3,14
2023-01-27 03:10:00,1996,1799,1976.9,13.2
2023-01-27 03:20:00,2000,1800,1989.1,13.5
2023-01-27 03:30:00,1960,1791,1854.2,11.9
2023-01-27 03:40:00,1806,1724,1744.2,11.2
2023-01-27 03:50:00,1960,1791,1868.9,12.1
2023-01-27 04:00:00,1806,1724,1818.8,11.2
2023-01-27 04:10:00,1806,1724,1545.8,10.5
2023-01-27 04:20:00,1806,1724,1847.4,11.3
2023-01-27 04:30:00,1806,1724,1597.3,10.5
2023-01-27 04:40:00,1806,1724,1802.6,11.4
2023-01-27 04:50:00,1960,1791,1861,11.9
2023-01-27 05:00:00,1806,1724,1843.8,11.2
2023-01-27 05:10:00,1960,1791,1844.3,11.5
2023-01-27 05:20:00,1996,1799,1963.6,13.1
2023-01-27 05:30:00,1996,1799,2000.3,13.2
2023-01-27 05:40:00,2000,1800,1999.1,13.6
2023-01-27 05:50:00,2000,1800,1996.1,15.1
2023-01-27 06:00:00,1996,1799,1991.6,13.4
2023-01-27 06:10:00,2000,1800,2000.3,15.7
2023-01-27 06:20:00,2000,1800,1999.8,14.5
2023-01-27 06:30:00,2000,1800,2000.3,13.7
2023-01-27 06:40:00,2000,1800,1999.9,15.7
2023-01-27 06:50:00,2000,1800,2000.3,14.5
2023-01-27 07:00:00,2000,1800,2000.1,14.5
2023-01-27 07:10:00,1996,1799,1986.2,13.4
2023-01-27 07:20:00,1960,1791,1975.1,12.4
2023-01-27 07:30:00,1996,1799,1993,12.9
2023-01-27 07:40:00,2000,1800,1999.9,15.6
2023-01-27 07:50:00,2000,1800,2000.2,15.4
2023-01-27 08:00:00,2000,1800,2000.3,15.5
2023-01-27 08:10:00,2000,1800,2000.3,16.5
2023-01-27 08:20:00,2000,1800,1999.7,15.6
2023-01-27 08:30:00,2000,1800,2000.4,16.2
2023-01-27 08:40:00,2000,1800,2000.4,17.3
2023-01-27 08:50:00,2000,1800,2000.4,17.6
