PCTimeStamp,OEM Power 2MW (kW),OEM Power 1.8MW (kW),Average of Power,Average of WindSpeed
2023-01-04 14:00:00,2000,1800,2000,16
2023-01-04 14:10:00,2000,1800,1999.4,17
2023-01-04 14:20:00,2000,1800,2000.2,17
2023-01-04 14:30:00,2000,1800,1999.2,16
2023-01-04 14:40:00,2000,1800,1999.5,15.1
2023-01-04 14:50:00,2000,1800,2000,16.2
2023-01-04 15:00:00,2000,1800,1999.7,16.2
2023-01-04 15:10:00,2000,1800,1999.5,16.8
2023-01-04 15:20:00,2000,1800,1997.7,15.6
2023-01-04 15:30:00,2000,1800,1994.9,14.1
2023-01-04 15:40:00,2000,1800,1984.1,14.2
2023-01-04 15:50:00,1996,1799,1953.1,12.5
2023-01-04 16:00:00,2000,1800,1988.4,14.6
2023-01-04 16:10:00,2000,1800,1986,14.5
2023-01-04 16:20:00,2000,1800,1994.3,15.7
2023-01-04 16:30:00,2000,1800,1992.6,13.7
2023-01-04 16:40:00,2000,1800,1996.9,13.7
2023-01-04 16:50:00,2000,1800,2000.1,14
2023-01-04 17:00:00,2000,1800,2000,14
2023-01-04 17:10:00,2000,1800,1999.9,14.8
2023-01-04 17:20:00,2000,1800,1999.6,15
2023-01-04 17:30:00,2000,1800,2000.3,15.7
2023-01-04 17:40:00,2000,1800,1999.9,14.6
2023-01-04 17:50:00,2000,1800,1999.7,14.7
2023-01-04 18:00:00,2000,1800,2000,14
2023-01-04 18:10:00,1996,1799,1966.1,13.2
2023-01-04 18:20:00,1996,1799,1982.5,12.6
2023-01-04 18:30:00,2000,1800,1994.5,14.7
2023-01-04 18:40:00,2000,1800,2000.5,15.9
2023-01-04 18:50:00,2000,1800,2000.4,15.1
2023-01-04 19:00:00,2000,1800,2000.3,16.2
2023-01-04 19:10:00,2000,1800,2000.2,16.8
2023-01-04 19:20:00,2000,1800,2000.5,17.9
2023-01-04 19:30:00,2000,1800,2000.3,16.6
2023-01-04 19:40:00,2000,1800,2000.3,15.7
2023-01-04 19:50:00,2000,1800,1999.7,15.4
2023-01-04 20:00:00,2000,1800,2000.2,14.8
2023-01-04 20:10:00,2000,1800,1999.4,15.4
2023-01-04 20:20:00,2000,1800,2000.3,16.6
2023-01-04 20:30:00,2000,1800,2000.3,16.2
2023-01-04 20:40:00,2000,1800,2000.3,16.5
2023-01-04 20:50:00,2000,1800,2000.4,16.4
2023-01-04 21:00:00,2000,1800,2000,16
2023-01-04 21:10:00,2000,1800,2000.3,16.8
2023-01-04 21:20:00,2000,1800,2000.4,16.7
2023-01-04 21:30:00,2000,1800,1999.9,17
2023-01-04 21:40:00,2000,1800,1999,17.9
2023-01-04 21:50:00,2000,1800,2000.3,16.6
2023-01-04 22:00:00,2000,1800,2000.4,17.3
2023-01-04 22:10:00,2000,1800,2000.2,16.6
2023-01-04 22:20:00,2000,1800,2000.3,16.6
2023-01-04 22:30:00,2000,1800,2000.4,16.5
2023-01-04 22:40:00,2000,1800,2000.4,16.4
2023-01-04 22:50:00,2000,1800,2000.3,15.9
2023-01-04 23:00:00,2000,1800,1999.9,14.3
2023-01-04 23:10:00,2000,1800,1997.6,14.5
2023-01-04 23:20:00,2000,1800,2000.3,15.6
2023-01-04 23:30:00,2000,1800,2000.4,16.1
2023-01-04 23:40:00,2000,1800,2000.3,15.1
2023-01-04 23:50:00,2000,1800,2000,15.2
2023-01-05 00:00:00,2000,1800,1996.4,14.3
2023-01-05 00:10:00,2000,1800,1999.7,15.9
2023-01-05 00:20:00,2000,1800,2000.4,16.7
2023-01-05 00:30:00,2000,1800,2000.3,17.3
2023-01-05 00:40:00,2000,1800,2000.3,17.8
2023-01-05 00:50:00,2000,1800,1994.9,15.3
2023-01-05 01:00:00,1996,1799,1908.9,12.7
2023-01-05 01:10:00,2000,1800,1995.6,15
2023-01-05 01:20:00,2000,1800,2000.2,16.2
2023-01-05 01:30:00,2000,1800,1999.1,14.2
2023-01-05 01:40:00,1996,1799,1922.2,12.7
2023-01-05 01:50:00,1996,1799,1788,12.5
2023-01-05 02:00:00,2000,1800,1988.8,13.8
2023-01-05 02:10:00,2000,1800,1978.8,14.1
2023-01-05 02:20:00,2000,1800,1986,14.5
2023-01-05 02:30:00,2000,1800,1973.5,13.9
2023-01-05 02:40:00,2000,1800,1982.2,13.6
2023-01-05 02:50:00,1501,1492,1303.9,9.5
2023-01-05 03:00:00,1145,1145,1264.6,9.4
2023-01-05 03:10:00,1501,1492,1473.3,10.2
2023-01-05 03:20:00,1960,1791,1730.9,11.5
2023-01-05 03:30:00,2000,1800,1962,14.5
2023-01-05 03:40:00,2000,1800,1997.1,15.5
2023-01-05 03:50:00,2000,1800,1999.7,16.4
2023-01-05 04:00:00,2000,1800,1997.7,14.8
2023-01-05 04:10:00,2000,1800,1999.5,17.6
2023-01-05 04:20:00,2000,1800,2000.1,16
2023-01-05 04:30:00,2000,1800,2000.1,15.3
2023-01-05 04:40:00,2000,1800,1979.1,14
2023-01-05 04:50:00,2000,1800,1980.1,13.7
2023-01-05 05:00:00,2000,1800,1995.6,16.3
2023-01-05 05:10:00,2000,1800,1998.4,18.3
2023-01-05 05:20:00,2000,1800,1999,17.1
2023-01-05 05:30:00,2000,1800,1999.1,17.6
2023-01-05 05:40:00,2000,1800,1998.5,15.9
2023-01-05 05:50:00,2000,1800,1984.3,14.9
2023-01-05 06:00:00,2000,1800,1952.2,13.7
2023-01-05 06:10:00,1996,1799,1933.9,13.3
2023-01-05 06:20:00,2000,1800,1982.9,14.8
2023-01-05 06:30:00,2000,1800,1989,13.7
2023-01-05 06:40:00,2000,1800,1990.6,15.2
2023-01-05 06:50:00,2000,1800,1999.5,14.6
2023-01-05 07:00:00,2000,1800,1999.8,15.4
2023-01-05 07:10:00,2000,1800,2000,15.9
2023-01-05 07:20:00,2000,1800,2000.3,16.6
2023-01-05 07:30:00,2000,1800,2000.2,15.5
2023-01-05 07:40:00,2000,1800,2000.2,15.4
2023-01-05 07:50:00,2000,1800,2000.2,15.3
2023-01-05 08:00:00,2000,1800,1995,13.6
2023-01-05 08:10:00,1996,1799,1966.6,12.8
2023-01-05 08:20:00,1806,1724,1668.4,10.8
2023-01-05 08:30:00,1501,1492,1652.6,10.1
2023-01-05 08:40:00,1501,1492,1629.6,10.1
2023-01-05 08:50:00,1806,1724,1815.2,10.7
2023-01-05 09:00:00,1960,1791,1814.7,11.5
2023-01-05 09:10:00,1806,1724,1862,11
2023-01-05 09:20:00,1501,1492,1534.8,10.1
2023-01-05 09:30:00,1501,1492,1535.3,9.9
2023-01-05 09:40:00,810,810,1014.9,8.4
2023-01-05 09:50:00,1145,1145,1094.8,8.7
2023-01-05 10:00:00,810,810,901.3,8.1
2023-01-05 10:10:00,810,810,884,8.1
2023-01-05 10:20:00,810,810,906.6,8.1
2023-01-05 10:30:00,810,810,748,7.9
2023-01-05 10:40:00,1145,1145,971.2,8.5
2023-01-05 10:50:00,1145,1145,1074.2,8.9
2023-01-05 11:00:00,1145,1145,1425.2,9.4
2023-01-05 11:10:00,1501,1492,1356.1,9.7
2023-01-05 11:20:00,1501,1492,1458.9,10.1
2023-01-05 11:30:00,1806,1724,1704.8,10.9
2023-01-05 11:40:00,1501,1492,1536.5,9.9
2023-01-05 11:50:00,1501,1492,1495.1,9.8
2023-01-05 12:00:00,1145,1145,1325,9.4
2023-01-05 12:10:00,1806,1724,1679.6,10.7
2023-01-05 12:20:00,1806,1724,1541.6,10.5
2023-01-05 12:30:00,1806,1724,1558.8,10.5
2023-01-05 12:40:00,1501,1492,1302.6,9.6
2023-01-05 12:50:00,810,810,826.1,8.3
2023-01-05 13:00:00,535,535,531.4,6.7
2023-01-05 13:10:00,181,181,245.5,5.2
2023-01-05 13:20:00,181,181,184.6,5.3
2023-01-05 13:30:00,181,181,207.6,5.2
2023-01-05 13:40:00,535,535,454.8,6.6
2023-01-05 13:50:00,535,535,580.2,7.1
2023-01-05 14:00:00,1145,1145,1044.4,8.5
2023-01-05 14:10:00,810,810,839.2,7.8
2023-01-05 14:20:00,535,535,570.3,7
2023-01-05 14:30:00,181,181,208.4,5.4
2023-01-05 14:40:00,181,181,90.9,4.6
2023-01-05 14:50:00,328,328,261.7,5.7
2023-01-05 15:00:00,535,535,558.5,7.1
2023-01-05 15:10:00,535,535,593.4,7.2
2023-01-05 15:20:00,535,535,463.6,6.6
2023-01-05 15:30:00,328,328,227.5,5.5
2023-01-05 15:40:00,181,181,158.4,5
2023-01-05 15:50:00,81,81,44.3,4.3
2023-01-05 16:00:00,181,181,119.3,5
2023-01-05 16:10:00,81,81,58.8,4.3
2023-01-05 16:20:00,181,181,62.2,4.5
2023-01-05 16:30:00,0,0,0,3.3
2023-01-05 16:40:00,0,0,0,2.9
2023-01-05 16:50:00,0,0,0,2.6
2023-01-05 17:00:00,0,0,0,2.5
2023-01-05 17:10:00,0,0,0,2.1
2023-01-05 17:20:00,0,0,0,2.3
2023-01-05 17:30:00,81,81,19.9,3.8
2023-01-05 17:40:00,81,81,0,3.6
2023-01-05 17:50:00,81,81,12.6,3.7
2023-01-05 18:00:00,81,81,0,3.8
2023-01-05 18:10:00,81,81,22.2,3.9
2023-01-05 18:20:00,81,81,0,3.8
2023-01-05 18:30:00,81,81,18.1,4
2023-01-05 18:40:00,81,81,64.9,4.4
2023-01-05 18:50:00,181,181,181.8,5.3
2023-01-05 19:00:00,81,81,40.9,4.2
2023-01-05 19:10:00,181,181,44.9,4.5
2023-01-05 19:20:00,81,81,18,3.9
2023-01-05 19:30:00,181,181,76.5,4.5
2023-01-05 19:40:00,81,81,8.6,3.8
2023-01-05 19:50:00,81,81,12.2,3.7
2023-01-05 20:00:00,81,81,0,3.6
2023-01-05 20:10:00,0,0,0,3.1
2023-01-05 20:20:00,81,81,0,3.7
2023-01-05 20:30:00,81,81,9,3.8
2023-01-05 20:40:00,81,81,0,3.5
2023-01-05 20:50:00,181,181,70.4,4.5
2023-01-05 21:00:00,81,81,30.1,4.1
2023-01-05 21:10:00,181,181,90.8,4.6
2023-01-05 21:20:00,181,181,181.9,4.8
2023-01-05 21:30:00,181,181,156.5,5.2
2023-01-05 21:40:00,81,81,33.6,4
2023-01-05 21:50:00,81,81,0,3.7
2023-01-05 22:00:00,81,81,54.9,4
2023-01-05 22:10:00,81,81,39.8,4.3
2023-01-05 22:20:00,81,81,26.9,4.2
2023-01-05 22:30:00,0,0,2,3.2
2023-01-05 22:40:00,81,81,0,3.5
2023-01-05 22:50:00,0,0,0,3.4
2023-01-05 23:00:00,328,328,340,5.7
2023-01-05 23:10:00,181,181,124.9,4.5
2023-01-05 23:20:00,81,81,14.2,3.7
2023-01-05 23:30:00,81,81,39.4,4
2023-01-05 23:40:00,181,181,147.8,4.6
2023-01-05 23:50:00,181,181,226.1,5.2
2023-01-06 00:00:00,181,181,259.7,5.3
2023-01-06 00:10:00,181,181,265.9,5.4
2023-01-06 00:20:00,328,328,288,5.6
2023-01-06 00:30:00,181,181,181.9,5
2023-01-06 00:40:00,328,328,308.1,5.7
2023-01-06 00:50:00,181,181,239.7,5.3
2023-01-06 01:00:00,181,181,172.6,4.9
2023-01-06 01:10:00,181,181,249.5,5.3
2023-01-06 01:20:00,181,181,225.4,5.3
2023-01-06 01:30:00,181,181,110,4.5
2023-01-06 01:40:00,81,81,80.7,4.3
2023-01-06 01:50:00,81,81,41.6,4
2023-01-06 02:00:00,81,81,66.5,4.2
2023-01-06 02:10:00,181,181,163.7,4.8
2023-01-06 02:20:00,328,328,281.6,5.5
2023-01-06 02:30:00,328,328,400.2,6
2023-01-06 02:40:00,181,181,267.5,5.4
2023-01-06 02:50:00,181,181,162.2,4.8
2023-01-06 03:00:00,181,181,133.1,4.7
2023-01-06 03:10:00,328,328,310.4,5.5
2023-01-06 03:20:00,328,328,362.9,5.9
2023-01-06 03:30:00,181,181,210.7,5.2
2023-01-06 03:40:00,328,328,384.1,5.9
2023-01-06 03:50:00,328,328,333.8,5.8
2023-01-06 04:00:00,181,181,163.7,4.9
2023-01-06 04:10:00,81,81,16.8,3.9
2023-01-06 04:20:00,0,0,0,3.2
2023-01-06 04:30:00,0,0,0,3.3
2023-01-06 04:40:00,0,0,0,3.3
2023-01-06 04:50:00,81,81,2.6,3.9
2023-01-06 05:00:00,81,81,62.9,4.3
2023-01-06 05:10:00,81,81,43.3,4.1
2023-01-06 05:20:00,181,181,107.7,4.6
2023-01-06 05:30:00,181,181,136.8,4.7
2023-01-06 05:40:00,81,81,66.9,4.3
2023-01-06 05:50:00,81,81,66.2,4.3
2023-01-06 06:00:00,328,328,298.8,5.7
2023-01-06 06:10:00,328,328,278.4,5.5
2023-01-06 06:20:00,328,328,344.8,5.9
2023-01-06 06:30:00,328,328,348.1,5.8
2023-01-06 06:40:00,181,181,257.9,5.4
2023-01-06 06:50:00,181,181,199.2,5.1
2023-01-06 07:00:00,81,81,74,4.3
2023-01-06 07:10:00,81,81,19.3,3.9
2023-01-06 07:20:00,328,328,290.3,5.5
2023-01-06 07:30:00,181,181,224.6,5.3
2023-01-06 07:40:00,81,81,80.9,4.4
2023-01-06 07:50:00,81,81,87.9,4.3
2023-01-06 08:00:00,181,181,124.1,4.6
2023-01-06 08:10:00,181,181,138.7,4.7
2023-01-06 08:20:00,181,181,172.1,4.9
2023-01-06 08:30:00,181,181,121.9,4.6
2023-01-06 08:40:00,181,181,117.3,4.5
2023-01-06 08:50:00,181,181,125.8,4.7
2023-01-06 09:00:00,181,181,263.2,5.3
2023-01-06 09:10:00,328,328,417.8,6.1
2023-01-06 09:20:00,535,535,564.2,6.7
2023-01-06 09:30:00,535,535,589.6,6.7
2023-01-06 09:40:00,328,328,451.7,6.1
2023-01-06 09:50:00,328,328,289.5,5.5
2023-01-06 10:00:00,181,181,238.7,5.3
2023-01-06 10:10:00,181,181,247.4,5.3
2023-01-06 10:20:00,181,181,185.6,4.9
2023-01-06 10:30:00,181,181,215.5,5
2023-01-06 10:40:00,328,328,362.3,5.9
2023-01-06 10:50:00,328,328,341.8,5.7
2023-01-06 11:00:00,328,328,461.4,6.2
2023-01-06 11:10:00,328,328,429.3,6.1
2023-01-06 11:20:00,328,328,380.2,5.9
2023-01-06 11:30:00,328,328,322.4,5.7
2023-01-06 11:40:00,328,328,341.7,5.9
2023-01-06 11:50:00,535,535,740,7.4
2023-01-06 12:00:00,535,535,765.9,7.4
2023-01-06 12:10:00,810,810,952.4,7.8
2023-01-06 12:20:00,810,810,1050.7,8.2
2023-01-06 12:30:00,535,535,668.6,7.1
2023-01-06 12:40:00,535,535,678.6,7.2
2023-01-06 12:50:00,1145,1145,1099,8.6
2023-01-06 13:00:00,1145,1145,1350.5,8.7
2023-01-06 13:10:00,1145,1145,1356.2,8.7
2023-01-06 13:20:00,810,810,1104.9,8.2
2023-01-06 13:30:00,810,810,884.6,7.8
2023-01-06 13:40:00,535,535,727.8,7.4
2023-01-06 13:50:00,810,810,781.7,7.5
2023-01-06 14:00:00,1145,1145,1304,8.8
2023-01-06 14:10:00,810,810,1056.5,8.1
2023-01-06 14:20:00,810,810,678.3,7.5
2023-01-06 14:30:00,535,535,430.9,6.6
2023-01-06 14:40:00,328,328,321.2,6
2023-01-06 14:50:00,535,535,650.8,7.2
2023-01-06 15:00:00,810,810,782.7,7.5
2023-01-06 15:10:00,1145,1145,1351.1,9.3
2023-01-06 15:20:00,1501,1492,1732.1,10.4
2023-01-06 15:30:00,1145,1145,1549.9,9.4
2023-01-06 15:40:00,1501,1492,1476.4,9.5
2023-01-06 15:50:00,1145,1145,1443.4,9.3
2023-01-06 16:00:00,1145,1145,1391.1,9.1
2023-01-06 16:10:00,1145,1145,1334.1,9.2
2023-01-06 16:20:00,1145,1145,1499.1,9.4
2023-01-06 16:30:00,1145,1145,1172.4,8.8
2023-01-06 16:40:00,810,810,1024.3,8.3
2023-01-06 16:50:00,535,535,735.2,7.3
2023-01-06 17:00:00,328,328,444.4,6.4
2023-01-06 17:10:00,328,328,248,5.5
2023-01-06 17:20:00,328,328,225.3,5.7
2023-01-06 17:30:00,328,328,250.8,5.7
2023-01-06 17:40:00,181,181,229.1,5.3
2023-01-06 17:50:00,181,181,136.4,4.9
2023-01-06 18:00:00,181,181,101.6,4.6
2023-01-06 18:10:00,181,181,124.8,4.9
2023-01-06 18:20:00,328,328,250.4,5.8
2023-01-06 18:30:00,328,328,221,5.5
2023-01-06 18:40:00,328,328,212.2,5.6
2023-01-06 18:50:00,328,328,341.7,6.3
2023-01-06 19:00:00,535,535,507.3,7
2023-01-06 19:10:00,535,535,546.4,7
2023-01-06 19:20:00,328,328,386.2,6.4
2023-01-06 19:30:00,328,328,341.9,6.3
2023-01-06 19:40:00,535,535,393.1,6.6
2023-01-06 19:50:00,328,328,308.1,6.1
2023-01-06 20:00:00,328,328,255,5.7
2023-01-06 20:10:00,328,328,288.6,5.8
2023-01-06 20:20:00,328,328,286.8,6
2023-01-06 20:30:00,328,328,370.2,6.4
2023-01-06 20:40:00,535,535,574.1,7.4
2023-01-06 20:50:00,1145,1145,1069.2,9.1
2023-01-06 21:00:00,1501,1492,1285.7,9.9
2023-01-06 21:10:00,1501,1492,1395.7,10.4
2023-01-06 21:20:00,1501,1492,1300.5,9.9
2023-01-06 21:30:00,1501,1492,1463.6,10.4
2023-01-06 21:40:00,1501,1492,1391.2,9.9
2023-01-06 21:50:00,1145,1145,1081.3,8.5
2023-01-06 22:00:00,1145,1145,1145.9,8.7
2023-01-06 22:10:00,1145,1145,1170.7,8.7
2023-01-06 22:20:00,810,810,1003.1,8.1
2023-01-06 22:30:00,1145,1145,1130.5,8.9
2023-01-06 22:40:00,810,810,992.8,8.1
2023-01-06 22:50:00,810,810,1053.8,8.3
2023-01-06 23:00:00,810,810,1151.9,8.3
2023-01-06 23:10:00,1145,1145,1353.8,9.3
2023-01-06 23:20:00,1501,1492,1453.1,9.7
2023-01-06 23:30:00,1145,1145,1142.7,8.6
2023-01-06 23:40:00,810,810,1007.6,8.2
2023-01-06 23:50:00,1145,1145,1246.6,9
2023-01-07 00:00:00,1501,1492,1324.5,9.5
2023-01-07 00:10:00,1501,1492,1532.4,10.2
2023-01-07 00:20:00,1806,1724,1550.4,10.6
2023-01-07 00:30:00,1501,1492,1413.9,9.8
2023-01-07 00:40:00,1145,1145,1310,9
2023-01-07 00:50:00,810,810,982.9,8
2023-01-07 01:00:00,810,810,855.5,7.6
2023-01-07 01:10:00,535,535,673.1,7.3
2023-01-07 01:20:00,535,535,762.1,7.4
2023-01-07 01:30:00,810,810,965.6,7.7
2023-01-07 01:40:00,810,810,855,7.7
2023-01-07 01:50:00,810,810,913.7,7.8
2023-01-07 02:00:00,1501,1492,1272.7,9.5
2023-01-07 02:10:00,1501,1492,1388.1,9.8
2023-01-07 02:20:00,810,810,849.5,7.6
2023-01-07 02:30:00,535,535,637.1,6.9
2023-01-07 02:40:00,1145,1145,1000.5,8.6
2023-01-07 02:50:00,1145,1145,1022,8.7
2023-01-07 03:00:00,810,810,946.9,8.2
2023-01-07 03:10:00,810,810,795.8,7.7
2023-01-07 03:20:00,535,535,599,6.9
2023-01-07 03:30:00,535,535,749.3,7.3
2023-01-07 03:40:00,535,535,614.6,7
2023-01-07 03:50:00,535,535,619.2,7.1
2023-01-07 04:00:00,810,810,685.8,7.5
2023-01-07 04:10:00,810,810,642.6,7.7
2023-01-07 04:20:00,810,810,664.3,7.7
2023-01-07 04:30:00,810,810,683.4,7.9
2023-01-07 04:40:00,1145,1145,980.4,9.3
2023-01-07 04:50:00,1806,1724,1315.7,10.9
2023-01-07 05:00:00,1501,1492,1100.9,9.8
2023-01-07 05:10:00,1806,1724,1394.2,11.3
2023-01-07 05:20:00,1960,1791,1508.8,11.9
2023-01-07 05:30:00,1960,1791,1532.1,12
2023-01-07 05:40:00,1996,1799,1887.2,12.9
2023-01-07 05:50:00,1960,1791,1786.6,12.1
2023-01-07 06:00:00,1960,1791,1748.2,12.2
2023-01-07 06:10:00,1960,1791,1661.4,11.7
2023-01-07 06:20:00,1996,1799,1823.6,13
2023-01-07 06:30:00,1960,1791,1568.5,11.5
2023-01-07 06:40:00,1806,1724,1546.9,10.8
2023-01-07 06:50:00,1145,1145,1005,8.6
2023-01-07 07:00:00,810,810,800.5,8.2
2023-01-07 07:10:00,1145,1145,1069.4,8.9
2023-01-07 07:20:00,1145,1145,1119.8,9.2
2023-01-07 07:30:00,1501,1492,1372.3,9.6
2023-01-07 07:40:00,1960,1791,1840.1,11.8
2023-01-07 07:50:00,1960,1791,1914.6,12.1
2023-01-07 08:00:00,1806,1724,1821.3,11.1
2023-01-07 08:10:00,1145,1145,1279.9,9
2023-01-07 08:20:00,535,535,685.4,7.3
2023-01-07 08:30:00,535,535,451.2,6.6
2023-01-07 08:40:00,535,535,675.1,7.4
2023-01-07 08:50:00,535,535,442.4,6.5
2023-01-07 09:00:00,535,535,575,7.1
2023-01-07 09:10:00,535,535,664.5,7.2
2023-01-07 09:20:00,810,810,769,7.5
2023-01-07 09:30:00,535,535,581.3,7.1
2023-01-07 09:40:00,810,810,792.3,7.8
2023-01-07 09:50:00,535,535,568.3,7.2
2023-01-07 10:00:00,810,810,838.2,8
2023-01-07 10:10:00,810,810,808.9,7.9
2023-01-07 10:20:00,810,810,900.1,8.1
2023-01-07 10:30:00,810,810,811.9,7.9
2023-01-07 10:40:00,535,535,534,6.8
2023-01-07 10:50:00,810,810,798.6,7.8
2023-01-07 11:00:00,1145,1145,1184.4,9
2023-01-07 11:10:00,1145,1145,1161.7,9.1
2023-01-07 11:20:00,1501,1492,1365.2,9.7
2023-01-07 11:30:00,1501,1492,1664.1,10.3
2023-01-07 11:40:00,810,810,951.8,8.3
2023-01-07 11:50:00,328,328,410.2,6.4
2023-01-07 12:00:00,535,535,454.7,6.5
2023-01-07 12:10:00,535,535,523.1,6.9
2023-01-07 12:20:00,535,535,579.4,7.1
2023-01-07 12:30:00,181,181,163,5.1
2023-01-07 12:40:00,181,181,92.5,4.5
2023-01-07 12:50:00,181,181,156.5,5.1
2023-01-07 13:00:00,81,81,65.4,4.4
2023-01-07 13:10:00,181,181,77.8,4.5
2023-01-07 13:20:00,181,181,175.7,5.2
2023-01-07 13:30:00,81,81,55.4,4.3
2023-01-07 13:40:00,81,81,0,3.5
2023-01-07 13:50:00,81,81,0,3.5
2023-01-07 14:00:00,0,0,0,3.4
2023-01-07 14:10:00,81,81,16.2,3.9
2023-01-07 14:20:00,81,81,24.1,3.9
2023-01-07 14:30:00,81,81,22.1,4
2023-01-07 14:40:00,81,81,59.1,4.2
2023-01-07 14:50:00,181,181,217.4,5.2
2023-01-07 15:00:00,181,181,218.7,4.7
2023-01-07 15:10:00,181,181,202.2,4.7
2023-01-07 15:20:00,181,181,106.1,4.5
2023-01-07 15:30:00,328,328,460.7,6.1
2023-01-07 15:40:00,328,328,334.7,5.8
2023-01-07 15:50:00,535,535,549.3,6.8
2023-01-07 16:00:00,328,328,348.3,5.9
2023-01-07 16:10:00,328,328,294.5,5.6
2023-01-07 16:20:00,328,328,385.8,6.1
2023-01-07 16:30:00,535,535,423.9,6.7
2023-01-07 16:40:00,535,535,574,7.3
2023-01-07 16:50:00,535,535,547.8,6.8
2023-01-07 17:00:00,535,535,580.2,7
2023-01-07 17:10:00,535,535,556.7,6.9
2023-01-07 17:20:00,535,535,453.4,6.5
2023-01-07 17:30:00,328,328,309.3,5.8
2023-01-07 17:40:00,181,181,194.8,5.2
2023-01-07 17:50:00,181,181,185.9,5
2023-01-07 18:00:00,181,181,240.2,5.4
2023-01-07 18:10:00,181,181,205,5.2
2023-01-07 18:20:00,181,181,208.1,5.2
2023-01-07 18:30:00,535,535,521.5,6.7
2023-01-07 18:40:00,328,328,390.5,6.1
2023-01-07 18:50:00,81,81,72.9,4.4
2023-01-07 19:00:00,81,81,45.9,4.1
2023-01-07 19:10:00,81,81,0,3.5
2023-01-07 19:20:00,81,81,16.6,3.9
2023-01-07 19:30:00,0,0,0,3.2
2023-01-07 19:40:00,0,0,0,3.1
2023-01-07 19:50:00,81,81,11.4,3.7
2023-01-07 20:00:00,81,81,21,3.8
2023-01-07 20:10:00,0,0,0,2.3
2023-01-07 20:20:00,0,0,0,3
2023-01-07 20:30:00,0,0,0,2
2023-01-07 20:40:00,0,0,2.3,3.2
2023-01-07 20:50:00,81,81,21.3,3.6
2023-01-07 21:00:00,0,0,0,1.6
2023-01-07 21:10:00,0,0,0,1
2023-01-07 21:20:00,0,0,0,1.7
2023-01-07 21:30:00,0,0,0,1.6
2023-01-07 21:40:00,0,0,0,1.7
2023-01-07 21:50:00,0,0,0,1.7
2023-01-07 22:00:00,0,0,0,2.5
2023-01-07 22:10:00,0,0,0,2.7
2023-01-07 22:20:00,0,0,0,2.5
2023-01-07 22:30:00,0,0,0,3.1
2023-01-07 22:40:00,0,0,0,2.8
2023-01-07 22:50:00,0,0,0,2.6
2023-01-07 23:00:00,0,0,0,1.9
2023-01-07 23:10:00,0,0,0,2.4
2023-01-07 23:20:00,0,0,0,1.9
2023-01-07 23:30:00,0,0,0,2
2023-01-07 23:40:00,0,0,0,2.6
2023-01-07 23:50:00,0,0,0,2.2
2023-01-08 00:00:00,81,81,0,3.5
2023-01-08 00:10:00,0,0,0,3.4
2023-01-08 00:20:00,0,0,0,3.3
2023-01-08 00:30:00,81,81,0,3.9
2023-01-08 00:40:00,181,181,63.3,4.6
2023-01-08 00:50:00,181,181,126.2,5.2
2023-01-08 01:00:00,181,181,92.4,4.8
2023-01-08 01:10:00,328,328,234.9,6.1
2023-01-08 01:20:00,535,535,425,7
2023-01-08 01:30:00,535,535,470.2,7.1
2023-01-08 01:40:00,535,535,565.9,7.3
2023-01-08 01:50:00,535,535,484.5,6.9
2023-01-08 02:00:00,181,181,221.5,5.3
2023-01-08 02:10:00,81,81,92.6,4.4
2023-01-08 02:20:00,181,181,144.1,5.1
2023-01-08 02:30:00,181,181,98.2,4.6
2023-01-08 02:40:00,81,81,77.3,4.4
2023-01-08 02:50:00,181,181,76.8,4.5
2023-01-08 03:00:00,181,181,98.1,4.6
2023-01-08 03:10:00,81,81,61.2,4.3
2023-01-08 03:20:00,328,328,215.9,5.8
2023-01-08 03:30:00,535,535,363.3,6.7
2023-01-08 03:40:00,535,535,406.9,6.8
2023-01-08 03:50:00,535,535,407.5,6.8
2023-01-08 04:00:00,535,535,451.6,7
2023-01-08 04:10:00,535,535,387,6.7
2023-01-08 04:20:00,535,535,377.3,6.6
2023-01-08 04:30:00,535,535,424.8,6.7
2023-01-08 04:40:00,535,535,410.1,6.7
2023-01-08 04:50:00,535,535,448.9,6.9
2023-01-08 05:00:00,535,535,467.3,7.1
2023-01-08 05:10:00,535,535,477.5,7
2023-01-08 05:20:00,535,535,377.6,6.5
2023-01-08 05:30:00,328,328,305.5,6.2
2023-01-08 05:40:00,328,328,224.3,5.6
2023-01-08 05:50:00,181,181,145.2,4.8
2023-01-08 06:00:00,328,328,311.8,6.4
2023-01-08 06:10:00,328,328,251.6,6
2023-01-08 06:20:00,328,328,254.2,6
2023-01-08 06:30:00,535,535,386,7
2023-01-08 06:40:00,535,535,435.5,7.3
2023-01-08 06:50:00,535,535,434.2,7.2
2023-01-08 07:00:00,810,810,497.2,7.5
2023-01-08 07:10:00,810,810,498.7,7.7
2023-01-08 07:20:00,810,810,525.2,7.6
2023-01-08 07:30:00,810,810,572.3,7.8
2023-01-08 07:40:00,810,810,553.7,7.7
2023-01-08 07:50:00,810,810,521,7.6
2023-01-08 08:00:00,810,810,538.4,7.6
2023-01-08 08:10:00,535,535,512.4,7.4
2023-01-08 08:20:00,535,535,500.4,7.2
2023-01-08 08:30:00,535,535,460.3,7.2
2023-01-08 08:40:00,535,535,461.9,7.2
2023-01-08 08:50:00,535,535,501.5,7.3
